identifier,الجنوبي_الاستراتيجية_الطاقة_البيئة_الوطنية_العالم_المياه,لبنان_المحكمة_اللبناني_الدولية_اللبنانية_الرئيس_مجلس,السودان_الرئيس_الانتخابات_العاج_المصري_غباغبو_ساحل,العمل_الأدوية_الله_ابن_بطوطة_الرواية_المنشطة,قطر_شركة_الغاز_دولة_الشركة_الشركات_القطرية,قطر_العربية_عبد_العربي_العام_الدوحة_العامة,الفريق_المباراة_فريق_الغرافة_مباراة_النادي_الأول,آل_الشيخ_حمد_ثاني_خليفة_السمو_المفدى,الأميركية_الحرب_طالبان_باردو_الاستراتيجية_أفغانستان_العسكرية,قطر_العالم_كأس_الشيخ_دولة_حمد_القدم,الفلسطينية_إسرائيل_العربية_المتحدة_السلام_الفلسطيني_الدول,ولكن_بل_ليس_إلا_أكثر_وهذا_الآن,ريال_بنسبة_العام_قطر_البنوك_دولار_المالية,المتحدة_الولايات_النووي_السلام_اسرائيل_هل_الأميركية,الأميركية_العراق_القوات_الأميركي_الجيش_المتحدة_العراقي
AL20101220$206,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.995197255574614,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852,0.000343053173241852
AL20101221$207,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.998528638991067,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.000105097214923805
AL20101222$208,8.18665575112566e-05,0.0655751125665166,8.18665575112566e-05,8.18665575112566e-05,0.212934916086779,8.18665575112566e-05,8.18665575112566e-05,0.151534997953336,8.18665575112566e-05,0.131068358575522,0.0655751125665166,8.18665575112566e-05,8.18665575112566e-05,8.18665575112566e-05,0.372574703233729
AL20101223$209,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.997151576805697,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082,0.000203458799593082
AL20101224$210,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.995278246205734,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889,0.000337268128161889
AL20101225$211,2.8518465706545e-05,2.8518465706545e-05,2.8518465706545e-05,2.8518465706545e-05,0.943989733352346,0.0556395265934693,2.8518465706545e-05,2.8518465706545e-05,2.8518465706545e-05,2.8518465706545e-05,2.8518465706545e-05,2.8518465706545e-05,2.8518465706545e-05,2.8518465706545e-05,2.8518465706545e-05
AL20101226$212,1.85133759140979e-05,1.85133759140979e-05,0.4887716375081,0.0222345644728316,0.0555586411182079,0.106470424881977,1.85133759140979e-05,1.85133759140979e-05,1.85133759140979e-05,0.0953623993335185,1.85133759140979e-05,0.231435712302138,1.85133759140979e-05,1.85133759140979e-05,1.85133759140979e-05
AL20101227$213,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.995432300163132,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199
AL20101228$214,6.86577411603158e-05,6.86577411603158e-05,6.86577411603158e-05,6.86577411603158e-05,0.243803638860281,6.86577411603158e-05,0.00350154479917611,0.751870923446619,6.86577411603158e-05,6.86577411603158e-05,6.86577411603158e-05,6.86577411603158e-05,6.86577411603158e-05,6.86577411603158e-05,6.86577411603158e-05
AL20101229$215,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.991054313099041,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748,0.000638977635782748
AL20101230$216,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.99601706970128,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127
AL20101231$217,6.18620476337767e-05,6.18620476337767e-05,6.18620476337767e-05,6.18620476337767e-05,6.18620476337767e-05,6.18620476337767e-05,6.18620476337767e-05,0.85994432415713,6.18620476337767e-05,0.139251469223631,6.18620476337767e-05,6.18620476337767e-05,6.18620476337767e-05,6.18620476337767e-05,6.18620476337767e-05
AL20101225$218,0.000136705399863295,0.000136705399863295,0.000136705399863295,0.0548188653451811,0.430758714969241,0.157347915242652,0.000136705399863295,0.0479835953520164,0.000136705399863295,0.000136705399863295,0.123171565276828,0.184688995215311,0.000136705399863295,0.000136705399863295,0.000136705399863295
AL20101206$219,0.0628118288452007,3.30414670411366e-05,3.30414670411366e-05,3.30414670411366e-05,0.208194283826202,0.39157442590451,3.30414670411366e-05,3.30414670411366e-05,0.0182058483396663,3.30414670411366e-05,3.30414670411366e-05,0.270973071204361,0.0479431686766892,3.30414670411366e-05,3.30414670411366e-05
AL20101209$220,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.0595492289442467,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.0595492289442467,0.000237247924080664,0.154448398576512,0.486595492289443,0.0120996441281139,0.07141162514828,0.154448398576512
AL20101226$221,0.018718475621147,3.73622267887166e-05,3.73622267887166e-05,3.73622267887166e-05,3.73622267887166e-05,3.73622267887166e-05,0.194320941528115,0.694974780496918,0.00377358490566038,0.0747618158042219,3.73622267887166e-05,3.73622267887166e-05,0.0131141416028395,3.73622267887166e-05,3.73622267887166e-05
AL20101224$222,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.521177802944507,0.0115515288788222,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.102151755379388,0.362627406568516,0.000226500566251416,0.000226500566251416
AL20101221$223,0.0276668960770819,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.702133516861665,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.000137646249139711,0.268547832071576,0.000137646249139711,0.000137646249139711
AL20101209$224,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.439531478770132,0.117423133235725,0.000292825768667643,0.2199121522694,0.2199121522694
AL20101230$225,0.000134861766689144,0.000134861766689144,0.000134861766689144,0.000134861766689144,0.242886041807148,0.000134861766689144,0.000134861766689144,0.000134861766689144,0.161968981793661,0.000134861766689144,0.215913688469319,0.18894133513149,0.000134861766689144,0.000134861766689144,0.18894133513149
AL20101223$226,0.000368324125230203,0.000368324125230203,0.295027624309392,0.000368324125230203,0.0740331491712707,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.313443830570902,0.000368324125230203,0.202946593001842,0.110865561694291,0.000368324125230203,0.000368324125230203,0.000368324125230203
AL20101217$227,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.0970954356846473,0.470539419087137,0.000276625172890733,0.000276625172890733,0.37372060857538,0.000276625172890733,0.0556016597510373,0.000276625172890733,0.000276625172890733,0.000276625172890733
AL20101223$228,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.174598743893929,0.55840893230984,0.000139567341242149,0.000139567341242149,0.125750174459177,0.000139567341242149,0.000139567341242149,0.139706908583391,0.000139567341242149,0.000139567341242149
AL20101226$229,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.119840478564307,0.000199401794616152,0.0400797607178465,0.000199401794616152,0.618344965104686,0.000199401794616152,0.179661016949153,0.000199401794616152,0.0400797607178465,0.000199401794616152
AL20101221$230,0.000191754554170662,0.000191754554170662,0.000191754554170662,0.000191754554170662,0.220709491850431,0.479578139980825,0.000191754554170662,0.0864813039309684,0.000191754554170662,0.191946308724832,0.0193672099712368,0.000191754554170662,0.000191754554170662,0.000191754554170662,0.000191754554170662
AL20101227$231,0.000368324125230203,0.000368324125230203,0.0924493554327808,0.000368324125230203,0.110865561694291,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.571270718232044,0.000368324125230203,0.221362799263352,0.000368324125230203,0.000368324125230203,0.000368324125230203
AL20101222$232,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.0417704011065007,0.235408022130014,0.53969571230982,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.0832641770401106,0.0970954356846473,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.000276625172890733
AL20101212$233,5.40102619497705e-05,0.0405617067242776,5.40102619497705e-05,5.40102619497705e-05,5.40102619497705e-05,0.0675668376991628,5.40102619497705e-05,5.40102619497705e-05,0.027059141236835,5.40102619497705e-05,0.510450985687281,0.180988387793681,5.40102619497705e-05,0.110775047258979,0.0621658115041858
AL20101210$234,0.000132187706543291,0.297554527428949,0.000132187706543291,0.000132187706543291,0.0860541969596827,0.000132187706543291,0.000132187706543291,0.0794448116325182,0.000132187706543291,0.000132187706543291,0.000132187706543291,0.310773298083278,0.00674157303370786,0.000132187706543291,0.218241903502974
AL20101222$235,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.117348927875244,0.370760233918129,0.000389863547758285,0.000389863547758285,0.507212475633528,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.000389863547758285,0.000389863547758285
AL20101224$236,0.000179694519317161,0.000179694519317161,0.000179694519317161,0.000179694519317161,0.386522911051213,0.224797843665768,0.000179694519317161,0.251752021563342,0.000179694519317161,0.000179694519317161,0.134950584007188,0.000179694519317161,0.000179694519317161,0.000179694519317161,0.000179694519317161
AL20101218$237,0.0290400385914134,9.64785335262904e-05,9.64785335262904e-05,9.64785335262904e-05,0.202701398938736,0.173757838880849,9.64785335262904e-05,0.106222865412446,9.64785335262904e-05,0.332947419199228,0.149638205499276,9.64785335262904e-05,0.00492040520984081,9.64785335262904e-05,9.64785335262904e-05
AL20101209$238,0.000397614314115308,0.000397614314115308,0.000397614314115308,0.000397614314115308,0.0202783300198807,0.895029821073559,0.000397614314115308,0.000397614314115308,0.000397614314115308,0.0799204771371769,0.000397614314115308,0.000397614314115308,0.000397614314115308,0.000397614314115308,0.000397614314115308
AL20101203$239,0.000154679040989946,0.000154679040989946,0.000154679040989946,0.000154679040989946,0.000154679040989946,0.108430007733952,0.000154679040989946,0.000154679040989946,0.000154679040989946,0.65754060324826,0.000154679040989946,0.232173240525909,0.000154679040989946,0.000154679040989946,0.000154679040989946
AL20101214$240,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.390990990990991,0.150750750750751,0.451051051051051,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601
AL20101208$241,5.79206487112656e-05,5.79206487112656e-05,5.79206487112656e-05,5.79206487112656e-05,0.0261222125687808,5.79206487112656e-05,5.79206487112656e-05,5.79206487112656e-05,0.00295395308427454,5.79206487112656e-05,0.712481899797278,0.217260353315957,5.79206487112656e-05,0.0406023747465972,5.79206487112656e-05
AL20101222$242,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.550976909413854,0.444404973357016,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128,0.000355239786856128
AL20101225$243,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.99682899207248,0.000226500566251416,0.000226500566251416
AL20101202$244,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.23538633818589,0.000223964165733483,0.000223964165733483,0.761702127659574,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483
AL20101215$245,0.000138600138600139,0.000138600138600139,0.000138600138600139,0.000138600138600139,0.298128898128898,0.000138600138600139,0.000138600138600139,0.7000693000693,0.000138600138600139,0.000138600138600139,0.000138600138600139,0.000138600138600139,0.000138600138600139,0.000138600138600139,0.000138600138600139
AL20101201$246,7.74293457220286e-05,7.74293457220286e-05,0.0116918312040263,0.0271777003484321,0.0271777003484321,0.0620209059233449,0.0116918312040263,7.74293457220286e-05,0.089121176926055,7.74293457220286e-05,0.53433991482772,0.0775067750677507,7.74293457220286e-05,0.0310491676345335,0.127835849787069
AL20101224$247,0.000375234521575985,0.000375234521575985,0.0378986866791745,0.000375234521575985,0.000375234521575985,0.000375234521575985,0.000375234521575985,0.000375234521575985,0.000375234521575985,0.0191369606003752,0.281801125703565,0.15046904315197,0.506941838649156,0.000375234521575985,0.000375234521575985
AL20101229$248,0.0557082547381658,1.79646097188539e-05,1.79646097188539e-05,0.0116949609269739,0.757226264259409,0.0215754962723435,1.79646097188539e-05,0.01708434384263,1.79646097188539e-05,1.79646097188539e-05,1.79646097188539e-05,0.0467259498787389,0.0889427827180455,1.79646097188539e-05,0.000916195095661547
AL20101226$249,0.000146735143066764,0.000146735143066764,0.616434336023478,0.000146735143066764,0.000146735143066764,0.300953778429934,0.000146735143066764,0.000146735143066764,0.000146735143066764,0.000146735143066764,0.000146735143066764,0.0808510638297872,0.000146735143066764,0.000146735143066764,0.000146735143066764
AL20101221$250,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.998185353208036,0.000129617627997408,0.000129617627997408
AL20101222$251,0.000207684319833853,0.000207684319833853,0.000207684319833853,0.0417445482866044,0.903634475597092,0.000207684319833853,0.000207684319833853,0.052128764278297,0.000207684319833853,0.000207684319833853,0.000207684319833853,0.000207684319833853,0.000207684319833853,0.000207684319833853,0.000207684319833853
AL20101202$252,0.000110314396028682,0.000110314396028682,0.000110314396028682,0.000110314396028682,0.000110314396028682,0.000110314396028682,0.000110314396028682,0.000110314396028682,0.000110314396028682,0.000110314396028682,0.667512410369553,0.248317705460563,0.000110314396028682,0.000110314396028682,0.08284611141754
AL20101203$253,9.03750564844103e-05,9.03750564844103e-05,9.03750564844103e-05,9.03750564844103e-05,9.03750564844103e-05,9.03750564844103e-05,9.03750564844103e-05,0.980659737912336,9.03750564844103e-05,0.0181653863533665,9.03750564844103e-05,9.03750564844103e-05,9.03750564844103e-05,9.03750564844103e-05,9.03750564844103e-05
AL20101220$254,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.208314087759815,0.162124711316397,0.00046189376443418,0.00046189376443418,0.393071593533487,0.00046189376443418,0.231408775981524,0.00046189376443418,0.00046189376443418,0.00046189376443418
AL20101202$255,0.000139567341242149,0.0699232379623168,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.000139567341242149,0.851500348918353,0.0769016050244243,0.000139567341242149,0.000139567341242149,0.000139567341242149
AL20101227$256,0.000315955766192733,0.000315955766192733,0.000315955766192733,0.000315955766192733,0.0951026856240126,0.000315955766192733,0.000315955766192733,0.000315955766192733,0.000315955766192733,0.000315955766192733,0.774407582938389,0.126698262243286,0.000315955766192733,0.000315955766192733,0.000315955766192733
AL20101216$257,3.16305551162423e-05,3.16305551162423e-05,3.16305551162423e-05,0.011102324845801,0.310011070694291,0.60891981654278,3.16305551162423e-05,0.00477621382255259,3.16305551162423e-05,3.16305551162423e-05,3.16305551162423e-05,0.064874268543413,3.16305551162423e-05,3.16305551162423e-05,3.16305551162423e-05
AL20101209$258,0.0501450039546533,5.27287107830214e-05,5.27287107830214e-05,5.27287107830214e-05,0.102873714737675,5.27287107830214e-05,0.00268916424993409,5.27287107830214e-05,5.27287107830214e-05,0.00796203532823622,0.26369628262589,0.152965989981545,0.00532559978908516,5.27287107830214e-05,0.413973108357501
AL20101201$259,0.0618630983015955,0.000102933607822954,0.000102933607822954,0.0103962943901184,0.607411219763253,0.000102933607822954,0.0155429747812661,0.0258363355635615,0.0206896551724138,0.00524961399897066,0.0464230571281523,0.205970149253731,0.000102933607822954,0.000102933607822954,0.000102933607822954
AL20101220$260,0.000126342387871131,0.00644346178142767,0.436007580543272,0.0380290587492104,0.05698041692988,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.259128237523689,0.183322804801011,0.000126342387871131,0.0190777005685407,0.000126342387871131
AL20101203$261,3.13823944766986e-05,3.13823944766986e-05,0.00160050211831163,3.13823944766986e-05,0.599435116899419,0.0863329672053978,0.0314137768711753,3.13823944766986e-05,0.00160050211831163,0.233830221245881,0.00473874156598149,3.13823944766986e-05,0.037690255766515,0.00316962184214656,3.13823944766986e-05
AL20101209$262,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.0881972988843218,0.000117439812096301,0.000117439812096301,0.910275983558426,0.000117439812096301,0.000117439812096301,0.000117439812096301,0.000117439812096301
AL20101216$263,0.000343053173241853,0.000343053173241853,0.000343053173241853,0.0518010291595197,0.000343053173241853,0.000343053173241853,0.189022298456261,0.12041166380789,0.000343053173241853,0.291938250428816,0.154716981132075,0.189022298456261,0.000343053173241853,0.000343053173241853,0.000343053173241853
AL20101230$264,0.00983434819616316,1.30950042558764e-05,1.30950042558764e-05,1.30950042558764e-05,0.27500818437766,1.30950042558764e-05,1.30950042558764e-05,1.30950042558764e-05,0.00132259542984351,0.05042886138938,0.00328684606822497,0.100844627774504,0.541491520984744,1.30950042558764e-05,0.017691350749689
AL20101229$265,0.000152322924600152,0.000152322924600152,0.0534653465346535,0.000152322924600152,0.16009139375476,0.259101294744859,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.000152322924600152,0.0686976389946687,0.259101294744859,0.198172124904798,0.000152322924600152,0.000152322924600152
AL20101214$266,0.000205549845837616,0.000205549845837616,0.000205549845837616,0.000205549845837616,0.791572456320658,0.000205549845837616,0.000205549845837616,0.205755395683453,0.000205549845837616,0.000205549845837616,0.000205549845837616,0.000205549845837616,0.000205549845837616,0.000205549845837616,0.000205549845837616
AL20101212$267,0.00033167495854063,0.00033167495854063,0.00033167495854063,0.00033167495854063,0.182752902155887,0.564179104477612,0.00033167495854063,0.00033167495854063,0.116417910447761,0.00033167495854063,0.00033167495854063,0.133001658374793,0.00033167495854063,0.00033167495854063,0.00033167495854063
AL20101215$268,0.0645230439442658,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.0430868167202572,0.814790996784566,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.000214362272240086,0.0752411575562701,0.000214362272240086,0.000214362272240086,0.000214362272240086
AL20101206$269,0.000144613159797542,0.04352856109906,0.000144613159797542,0.180911062906724,0.00737527114967462,0.426753434562545,0.000144613159797542,0.33998553868402,0.000144613159797542,0.000144613159797542,0.000144613159797542,0.000144613159797542,0.000144613159797542,0.000144613159797542,0.000144613159797542
AL20101221$270,4.88639139995114e-05,4.88639139995114e-05,4.88639139995114e-05,0.0293672123137063,4.88639139995114e-05,4.88639139995114e-05,4.88639139995114e-05,4.88639139995114e-05,0.0464695822135353,4.88639139995114e-05,0.549767896408502,0.246811629611532,4.88639139995114e-05,4.88639139995114e-05,0.127095040312729
AL20101223$271,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.781316998468606,0.000306278713629403,0.06156202143951,0.000306278713629403,0.0309341500765697,0.122817764165391,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403
AL20101216$272,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.00046189376443418,0.300692840646651,0.00046189376443418,0.00046189376443418,0.162124711316397,0.0928406466512702,0.416166281755196,0.00046189376443418,0.00046189376443418,0.0235565819861432
AL20101220$273,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,0.891245327562463,3.93468424158961e-05,3.93468424158961e-05,3.93468424158961e-05,0.10824316348613
AL20101214$274,0.000184672206832872,0.0371191135734072,0.785041551246537,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.000184672206832872,0.00941828254847646,0.000184672206832872,0.110987996306556,0.000184672206832872,0.000184672206832872,0.0555863342566944
AL20101211$275,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.159720837487537,0.259421734795613,0.18963110667996,0.0201395812562313,0.000199401794616152,0.369092721834497,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152
AL20101219$276,0.0135458167330677,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.186188579017264,0.000265604249667995,0.0135458167330677,0.305710491367862,0.000265604249667995,0.438512616201859,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.0401062416998672
AL20101214$277,9.51022349025202e-05,9.51022349025202e-05,9.51022349025202e-05,9.51022349025202e-05,0.580218735140276,9.51022349025202e-05,9.51022349025202e-05,0.242605801236329,9.51022349025202e-05,0.166524013314313,9.51022349025202e-05,0.00960532572515454,9.51022349025202e-05,9.51022349025202e-05,9.51022349025202e-05
AL20101201$278,9.55566172957477e-05,9.55566172957477e-05,0.0192068800764453,0.0430960344003822,9.55566172957477e-05,0.109985666507406,0.191208791208791,9.55566172957477e-05,9.55566172957477e-05,0.477878643096034,9.55566172957477e-05,0.13865265169613,0.0192068800764453,9.55566172957477e-05,9.55566172957477e-05
AL20101224$279,9.64785335262904e-05,9.64785335262904e-05,9.64785335262904e-05,9.64785335262904e-05,0.511432706222865,9.64785335262904e-05,9.64785335262904e-05,9.64785335262904e-05,9.64785335262904e-05,9.64785335262904e-05,9.64785335262904e-05,0.0821032320308731,0.405306319343946,9.64785335262904e-05,9.64785335262904e-05
AL20101202$280,0.000173460537727667,0.000173460537727667,0.000173460537727667,0.000173460537727667,0.000173460537727667,0.000173460537727667,0.893495229835212,0.000173460537727667,0.000173460537727667,0.104249783174328,0.000173460537727667,0.000173460537727667,0.000173460537727667,0.000173460537727667,0.000173460537727667
AL20101207$281,9.33271115258983e-05,0.00942603826411573,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,0.0514232384507699,9.33271115258983e-05,0.653383107792814,9.33271115258983e-05,0.284741017265516,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05,9.33271115258983e-05
AL20101220$282,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.000186393289841566,0.60596458527493,0.158620689655172,0.00950605778191985,0.000186393289841566,0.000186393289841566,0.121342031686859,0.0561043802423113,0.000186393289841566,0.000186393289841566,0.00950605778191985,0.0374650512581547
AL20101201$283,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.000107353730542136,0.112828770799785,0.885775630703167
AL20101212$284,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.997800471327573,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667
AL20101203$285,0.000181323662737987,0.000181323662737987,0.000181323662737987,0.000181323662737987,0.0455122393472348,0.136174070716228,0.000181323662737987,0.000181323662737987,0.000181323662737987,0.625747960108794,0.000181323662737987,0.190571169537625,0.000181323662737987,0.000181323662737987,0.000181323662737987
AL20101229$286,5.00876533934385e-05,5.00876533934385e-05,0.0426245930378162,5.00876533934385e-05,5.00876533934385e-05,0.465865264212372,0.082694715752567,5.00876533934385e-05,5.00876533934385e-05,0.330628600050088,0.0275982970197846,0.050137741046832,5.00876533934385e-05,5.00876533934385e-05,5.00876533934385e-05
AL20101208$287,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.000272851296043656,0.545975443383356,0.286766712141883,0.000272851296043656,0.0821282401091405,0.0821282401091405
AL20101208$288,0.0328284895620139,8.18665575112566e-05,8.18665575112566e-05,8.18665575112566e-05,8.18665575112566e-05,8.18665575112566e-05,0.818747441670078,8.18665575112566e-05,8.18665575112566e-05,0.00826852230863692,8.18665575112566e-05,0.0492018010642652,8.18665575112566e-05,8.18665575112566e-05,0.0901350798198936
AL20101203$289,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.0197458455522972,0.0392961876832845,0.000195503421309873,0.684457478005865,0.000195503421309873,0.254349951124145,0.000195503421309873,0.000195503421309873,0.000195503421309873
AL20101215$290,0.00031104199066874,0.00031104199066874,0.0469673405909798,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.948989113530327,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874,0.00031104199066874
AL20101221$291,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.997235932872655,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894,0.000197433366238894
AL20101217$292,0.000451467268623025,0.0455981941309255,0.000451467268623025,0.000451467268623025,0.113318284424379,0.158465011286682,0.000451467268623025,0.000451467268623025,0.0455981941309255,0.000451467268623025,0.000451467268623025,0.158465011286682,0.474492099322799,0.000451467268623025,0.000451467268623025
AL20101205$293,3.32612672542824e-05,3.32612672542824e-05,3.32612672542824e-05,3.32612672542824e-05,3.32612672542824e-05,3.32612672542824e-05,3.32612672542824e-05,3.32612672542824e-05,0.0366206552469649,3.32612672542824e-05,0.813271245634459,0.0964909363046732,3.32612672542824e-05,0.0199900216198237,0.0332945285215367
AL20101225$294,0.0444937176644494,0.000147819660014782,0.000147819660014782,0.0223207686622321,0.000147819660014782,0.635772357723577,0.0962305986696231,0.000147819660014782,0.000147819660014782,0.088839615668884,0.000147819660014782,0.111012564671101,0.000147819660014782,0.000147819660014782,0.000147819660014782
AL20101221$295,0.00041407867494824,0.00041407867494824,0.00041407867494824,0.00041407867494824,0.00041407867494824,0.393788819875776,0.00041407867494824,0.00041407867494824,0.00041407867494824,0.497308488612836,0.00041407867494824,0.00041407867494824,0.103933747412008,0.00041407867494824,0.00041407867494824
AL20101220$296,0.000306278713629403,0.0156202143950995,0.000306278713629403,0.0156202143950995,0.674119448698316,0.000306278713629403,0.0156202143950995,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.06156202143951,0.214701378254211,0.000306278713629403,0.000306278713629403
AL20101213$297,0.176699029126214,0.000176522506619594,0.150220653133274,0.000176522506619594,0.000176522506619594,0.000176522506619594,0.0707855251544572,0.000176522506619594,0.000176522506619594,0.000176522506619594,0.176699029126214,0.0707855251544572,0.0266548984995587,0.000176522506619594,0.326743159752869
