identifier,الفني_الفريق_الجهاز_النادي_الكرة_اللاعبين_الأهلي,مصر_المصرية_الخارجية_المصري_العربية_الأمريكية_الدول,الانتخابات_حزب_الإخوان_اللجنة_المرشحين_الانتخابية_الحزب,سيناء_الغاز_الشركة_ألف_شركة_القاهرة_المياه,المجلس_الشعب_مجلس_اللجنة_القانون_الدستور_البرلمان,الله_لي_كنت_يا_أنا_ولكن_مبارك,المحكمة_المستشار_العام_النيابة_العامة_القضية_التحقيقات,الأزهر_الإسلامية_الله_الكنيسة_المسلمين_البابا_مصر,المباراة_الفريق_الزمالك_الفوز_أحمد_الشوط_مباراة,مصر_الثورة_ولكن_ليس_لأن_مثل_يجب,جنيه_العمل_العام_المالية_مصر_دولار_الحكومة,الشرطة_المسلحة_الثورة_القوات_المتظاهرين_الأمن_يناير,مدرسة_الصحة_التعليم_ش_حالة_جامعة_الجامعة,عبد_أحمد_محمود_حسن_الدين_فئات_إبراهيم,مدير_اللواء_الأمن_النيابة_الشرطة_أمن_وتم
AH20120202$526,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.124844167408727,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.0179875333926981,0.053606411398041,0.000178094390026714,0.000178094390026714,0.80160284951024
AH20120202$527,0.000431965442764579,0.71317494600432,0.0652267818574514,0.000431965442764579,0.151619870410367,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.0436285097192225,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.0220302375809935,0.000431965442764579
AH20120202$528,0.104960835509138,0.000522193211488251,0.0527415143603133,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.104960835509138,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.000522193211488251,0.131070496083551,0.000522193211488251,0.000522193211488251,0.601044386422977
AH20120202$529,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.0190777005685407,0.189639924194567,0.436007580543272,0.164371446620341,0.000126342387871131,0.189639924194567
AH20120202$530,0.0568516421291053,0.000226500566251416,0.000226500566251416,0.294677236693092,0.000226500566251416,0.102151755379388,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.000226500566251416,0.283352208380521,0.260702151755379,0.000226500566251416,0.000226500566251416,0.000226500566251416
AH20120202$531,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.0477541371158392,0.756973995271868,0.0477541371158392,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.142316784869976,0.000472813238770686
AH20120202$532,0.000105652403592182,0.000105652403592182,0.000105652403592182,0.000105652403592182,0.227258320126783,0.000105652403592182,0.000105652403592182,0.000105652403592182,0.000105652403592182,0.0370839936608558,0.734389857369255,0.000105652403592182,0.000105652403592182,0.000105652403592182,0.000105652403592182
AH20120202$533,1.38188350722034e-05,0.00208664409590272,0.0262696054722587,1.38188350722034e-05,0.489891522144683,0.0587438678919367,1.38188350722034e-05,0.0159054791681061,1.38188350722034e-05,0.388323084363988,0.0186692461825468,1.38188350722034e-05,1.38188350722034e-05,1.38188350722034e-05,1.38188350722034e-05
AH20120202$534,0.0197458455522972,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.977712609970674
AH20120202$535,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.996717467760844
AH20120202$536,0.000135777325186694,0.000135777325186694,0.000135777325186694,0.000135777325186694,0.000135777325186694,0.0205023761031908,0.000135777325186694,0.0272912423625255,0.000135777325186694,0.00692464358452138,0.000135777325186694,0.000135777325186694,0.000135777325186694,0.0748133061778683,0.869110658520027
AH20120202$537,7.80335544284042e-05,0.00397971127584862,0.144440109246976,0.0273897776043699,0.0195864221615295,0.308310573546625,7.80335544284042e-05,7.80335544284042e-05,7.80335544284042e-05,0.483886071010534,7.80335544284042e-05,7.80335544284042e-05,7.80335544284042e-05,0.011783066718689,7.80335544284042e-05
AH20120202$538,0.000173460537727667,0.000173460537727667,0.000173460537727667,0.000173460537727667,0.0348655680832611,0.0782307025151778,0.000173460537727667,0.000173460537727667,0.000173460537727667,0.373113616652212,0.329748482220295,0.0869037294015611,0.000173460537727667,0.0955767562879445,0.000173460537727667
AH20120202$539,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.000178094390026714,0.418699910952805,0.000178094390026714,0.0892252894033838,0.000178094390026714,0.383081032947462,0.000178094390026714,0.000178094390026714,0.0447016918967052,0.0625111308993767,0.000178094390026714
AH20120202$540,5.35762121618002e-05,5.35762121618002e-05,0.147388159657112,5.35762121618002e-05,5.35762121618002e-05,5.35762121618002e-05,5.35762121618002e-05,5.35762121618002e-05,5.35762121618002e-05,5.35762121618002e-05,5.35762121618002e-05,5.35762121618002e-05,5.35762121618002e-05,0.819769622287704,0.0321993035092419
AH20120202$541,0.118676122931442,0.000472813238770686,0.000472813238770686,0.165957446808511,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.000472813238770686,0.355082742316785,0.355082742316785,0.000472813238770686,0.000472813238770686
AH20120202$542,0.146448557899268,8.6095566078347e-05,8.6095566078347e-05,8.6095566078347e-05,8.6095566078347e-05,8.6095566078347e-05,0.508049935428325,8.6095566078347e-05,8.6095566078347e-05,8.6095566078347e-05,8.6095566078347e-05,0.142143779595351,8.6095566078347e-05,8.6095566078347e-05,0.202410675850194
AH20120202$543,0.522349102773246,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.00032626427406199,0.032952691680261,0.00032626427406199,0.00032626427406199,0.114518760195759,0.179771615008157,0.00032626427406199,0.147145187601958
AH20120202$544,0.164371446620341,0.0885660138976627,0.000126342387871131,0.000126342387871131,0.00644346178142767,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.000126342387871131,0.739229311433986,0.000126342387871131,0.000126342387871131,0.000126342387871131
AH20120202$545,0.00010911074740862,0.00010911074740862,0.00010911074740862,0.0382978723404255,0.185597381342062,0.00010911074740862,0.00010911074740862,0.00010911074740862,0.00010911074740862,0.114675395526459,0.00010911074740862,0.660229132569558,0.00010911074740862,0.00010911074740862,0.00010911074740862
AH20120202$546,0.748350764279968,0.185197103781175,0.000160901045856798,0.000160901045856798,0.000160901045856798,0.000160901045856798,0.000160901045856798,0.000160901045856798,0.000160901045856798,0.064521319388576,0.000160901045856798,0.000160901045856798,0.000160901045856798,0.000160901045856798,0.000160901045856798
AH20120202$547,0.39867197875166,0.000265604249667995,0.000265604249667995,0.000265604249667995,0.159628154050465,0.000265604249667995,0.119787516600266,0.146347941567065,0.000265604249667995,0.0533864541832669,0.000265604249667995,0.119787516600266,0.000265604249667995,0.000265604249667995,0.000265604249667995
AH20120202$548,0.0002460024600246,0.0002460024600246,0.0002460024600246,0.0002460024600246,0.0002460024600246,0.0002460024600246,0.0002460024600246,0.0002460024600246,0.0002460024600246,0.0002460024600246,0.0002460024600246,0.369249692496925,0.529151291512915,0.0002460024600246,0.0986469864698647
AH20120202$549,0.227880512091038,0.0145092460881935,0.000284495021337127,0.000284495021337127,0.199431009957326,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.000284495021337127,0.0287339971550498,0.000284495021337127,0.526600284495021,0.000284495021337127,0.000284495021337127,0.000284495021337127
AH20120202$550,0.489224768405656,0.021160409556314,3.25044693645376e-05,3.25044693645376e-05,0.00165772793759142,0.0325369738339022,3.25044693645376e-05,3.25044693645376e-05,0.1170485941817,0.048789208516171,3.25044693645376e-05,0.24219080123517,3.25044693645376e-05,0.00653339834227206,0.0406630911750366
AH20120202$551,0.240840840840841,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.000600600600600601,0.481081081081081,0.000600600600600601,0.000600600600600601,0.270870870870871,0.000600600600600601,0.000600600600600601,0.000600600600600601
AH20120202$552,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.180269058295964,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.000896860986547085,0.0905829596412556,0.000896860986547085,0.718385650224215
AH20120202$553,0.116106604866744,0.000231749710312862,0.000231749710312862,0.162456546929316,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.718655851680185
AH20120202$554,0.235408022130014,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.276901798063624,0.000276625172890733,0.000276625172890733,0.166251728907331,0.000276625172890733,0.000276625172890733,0.000276625172890733,0.221576763485477,0.0970954356846473,0.000276625172890733,0.000276625172890733
AH20120202$555,0.145620528003948,4.93461633358006e-05,4.93461633358006e-05,4.93461633358006e-05,0.160424377004688,0.0197878114976561,0.0222551196644461,4.93461633358006e-05,4.93461633358006e-05,0.0592647421662966,4.93461633358006e-05,0.592203306192943,4.93461633358006e-05,4.93461633358006e-05,4.93461633358006e-05
AH20120202$556,0.0946484784889822,0.000209863588667366,0.000209863588667366,0.000209863588667366,0.000209863588667366,0.000209863588667366,0.000209863588667366,0.000209863588667366,0.29401888772298,0.388457502623295,0.000209863588667366,0.210073452256034,0.000209863588667366,0.0107030430220357,0.000209863588667366
AH20120202$557,0.287417218543046,0.132891832229581,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.221192052980132,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.000441501103752759,0.35364238410596,0.000441501103752759,0.000441501103752759,0.000441501103752759
AH20120203$558,0.208259587020649,3.47041471455839e-05,0.0156515703626583,3.47041471455839e-05,3.47041471455839e-05,0.0815894499392678,3.47041471455839e-05,3.47041471455839e-05,0.0399444733645671,0.201318757591532,3.47041471455839e-05,0.371369078604893,3.47041471455839e-05,0.00176991150442478,0.0798542425819886
AH20120203$559,3.14811899889816e-05,3.14811899889816e-05,3.14811899889816e-05,3.14811899889816e-05,3.14811899889816e-05,3.14811899889816e-05,0.469101212025815,3.14811899889816e-05,3.14811899889816e-05,0.147993074138202,3.14811899889816e-05,0.204659216118369,3.14811899889816e-05,0.0189201951833779,0.159011490634346
AH20120203$560,0.0967450854012246,6.44537544311956e-05,0.0129552046406703,0.0548501450209475,6.44537544311956e-05,0.0677408959071866,6.44537544311956e-05,0.00328714147599098,6.44537544311956e-05,0.0838543345149855,6.44537544311956e-05,0.580148243635192,6.44537544311956e-05,6.44537544311956e-05,0.0999677731227844
AH20120203$561,0.139965095986038,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.000349040139616056,0.855497382198953,0.000349040139616056,0.000349040139616056,0.000349040139616056
AH20120203$562,0.337042459736457,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.307759882869693,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.351683748169839,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643,0.000292825768667643
AH20120203$563,0.261333944533578,4.58400183360073e-05,0.00233784093513637,0.0298418519367408,4.58400183360073e-05,4.58400183360073e-05,0.302589961035984,4.58400183360073e-05,4.58400183360073e-05,4.58400183360073e-05,0.00233784093513637,0.0848498739399496,4.58400183360073e-05,4.58400183360073e-05,0.316341966536787
AH20120203$564,0.385158443642198,8.02246289610911e-05,8.02246289610911e-05,8.02246289610911e-05,8.02246289610911e-05,0.0682711592458885,8.02246289610911e-05,8.02246289610911e-05,0.0923385479342158,0.132450862414761,8.02246289610911e-05,0.316967509025271,0.00409145607701564,8.02246289610911e-05,8.02246289610911e-05
AH20120203$565,0.302104300091491,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.164867337602928,0.000182982616651418,0.000182982616651418,0.000182982616651418,0.100823421774931,0.430192131747484,0.000182982616651418,0.000182982616651418,0.000182982616651418
AH20120203$566,0.251553509781358,0.189084333388131,3.28785138911721e-05,3.28785138911721e-05,3.28785138911721e-05,0.0181160611540358,3.28785138911721e-05,3.28785138911721e-05,0.0460627979615321,0.108531974354759,0.01318428407036,0.353476902843991,3.28785138911721e-05,3.28785138911721e-05,0.0197599868485944
AH20120203$567,0.471546323771843,0.0363336630398945,6.59413122321134e-05,0.00666007253544345,6.59413122321134e-05,0.145136828222882,6.59413122321134e-05,6.59413122321134e-05,6.59413122321134e-05,0.257237059017474,6.59413122321134e-05,0.0627101879327399,6.59413122321134e-05,6.59413122321134e-05,0.0198483349818661
AH20120203$568,0.430764723117492,5.85994726047466e-05,5.85994726047466e-05,5.85994726047466e-05,5.85994726047466e-05,0.055728098447114,5.85994726047466e-05,5.85994726047466e-05,0.0791678874890126,0.199296806328743,5.85994726047466e-05,0.181716964547319,5.85994726047466e-05,5.85994726047466e-05,0.0527981248168766
AH20120203$569,0.830844012372956,8.83782589482987e-05,8.83782589482987e-05,8.83782589482987e-05,8.83782589482987e-05,8.83782589482987e-05,8.83782589482987e-05,8.83782589482987e-05,0.0486964206805126,0.0310207688908528,8.83782589482987e-05,0.088466637207247,8.83782589482987e-05,8.83782589482987e-05,8.83782589482987e-05
AH20120203$570,0.789391979301423,0.000258732212160414,0.000258732212160414,0.000258732212160414,0.000258732212160414,0.000258732212160414,0.000258732212160414,0.0390685640362225,0.000258732212160414,0.103751617076326,0.000258732212160414,0.0649417852522639,0.000258732212160414,0.000258732212160414,0.000258732212160414
AH20120203$571,0.0918510523475445,0.000107933081489477,0.000107933081489477,0.000107933081489477,0.205180787911495,0.000107933081489477,0.1835941716136,0.000107933081489477,0.000107933081489477,0.102644360496492,0.000107933081489477,0.415650296815974,0.000107933081489477,0.000107933081489477,0.000107933081489477
AH20120203$572,0.000231749710312862,0.13928157589803,0.000231749710312862,0.614368482039398,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.116106604866744,0.127694090382387,0.000231749710312862,0.000231749710312862,0.000231749710312862,0.000231749710312862
AH20120203$573,0.0941639568714702,3.42289919561869e-05,3.42289919561869e-05,3.42289919561869e-05,0.140373096012322,3.42289919561869e-05,3.42289919561869e-05,3.42289919561869e-05,3.42289919561869e-05,0.169467739175081,3.42289919561869e-05,0.535717953106281,3.42289919561869e-05,3.42289919561869e-05,0.0599349649152833
AH20120203$574,1.6788382439352e-05,1.6788382439352e-05,1.6788382439352e-05,0.00673214135818014,1.6788382439352e-05,0.799143792495593,0.0142869134558885,1.6788382439352e-05,1.6788382439352e-05,0.172097708385797,1.6788382439352e-05,1.6788382439352e-05,0.00757156048014774,1.6788382439352e-05,1.6788382439352e-05
AH20120203$575,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.646452968996322,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.352180767209669,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.000105097214923805,0.000105097214923805
AH20120203$576,9.46521533364884e-05,9.46521533364884e-05,9.46521533364884e-05,9.46521533364884e-05,9.46521533364884e-05,0.686322763842877,9.46521533364884e-05,9.46521533364884e-05,9.46521533364884e-05,0.312446758163748,9.46521533364884e-05,9.46521533364884e-05,9.46521533364884e-05,9.46521533364884e-05,9.46521533364884e-05
AH20120203$577,7.21240533717995e-05,7.21240533717995e-05,7.21240533717995e-05,0.0613775694194014,7.21240533717995e-05,7.21240533717995e-05,7.21240533717995e-05,7.21240533717995e-05,0.00367832672196177,0.0649837720879913,0.742949873782907,7.21240533717995e-05,0.126289217454021,7.21240533717995e-05,7.21240533717995e-05
AH20120203$578,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.0787117046347211,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.102278083267871,0.000157109190887667,0.000157109190887667,0.000157109190887667,0.817124901806756
AH20120203$579,0.000112803158488438,0.0113931190073322,0.000112803158488438,0.107275803722504,0.0170332769317541,0.000112803158488438,0.022673434856176,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.0113931190073322,0.000112803158488438,0.000112803158488438,0.000112803158488438,0.829216018048505
AH20120203$580,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.0951364175563464,0.000237247924080664,0.000237247924080664,0.000237247924080664,0.901779359430605
AH20120203$581,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.127272727272727,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.00997067448680352,0.000195503421309873,0.000195503421309873,0.000195503421309873,0.860410557184751
AH20120203$582,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.210659186535764,0.112482468443198,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.000280504908835905,0.673492286115007
AH20120203$583,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.0462480857580398,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.0309341500765697,0.000306278713629403,0.000306278713629403,0.000306278713629403,0.919142419601838
AH20120203$584,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.148317631224764,0.000269179004037685,0.000269179004037685,0.000269179004037685,0.121399730820996,0.000269179004037685,0.659757738896366,0.000269179004037685,0.000269179004037685,0.067563930013459
AH20120203$585,0.172447724477245,0.0002460024600246,0.0002460024600246,0.0002460024600246,0.283148831488315,0.0002460024600246,0.110947109471095,0.172447724477245,0.0002460024600246,0.0002460024600246,0.0002460024600246,0.258548585485855,0.0002460024600246,0.0002460024600246,0.0002460024600246
AH20120203$586,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.000938967136150235,0.517370892018779,0.000938967136150235,0.000938967136150235,0.470422535211268
AH20120203$587,0.000223964165733483,0.347368421052632,0.0114221724524076,0.134602463605823,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.123404255319149,0.000223964165733483,0.000223964165733483,0.380963045912654
AH20120203$588,0.00465116279069767,0.934883720930233,0.00465116279069767,0.00465116279069767,0.00465116279069767,0.00465116279069767,0.00465116279069767,0.00465116279069767,0.00465116279069767,0.00465116279069767,0.00465116279069767,0.00465116279069767,0.00465116279069767,0.00465116279069767,0.00465116279069767
AH20120203$589,0.000164880461665293,0.000164880461665293,0.000164880461665293,0.000164880461665293,0.11558120362737,0.000164880461665293,0.0496290189612531,0.000164880461665293,0.000164880461665293,0.000164880461665293,0.000164880461665293,0.832811211871393,0.000164880461665293,0.000164880461665293,0.000164880461665293
AH20120203$590,0.000221483942414175,0.0888150609080842,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.0112956810631229,0.000221483942414175,0.000221483942414175,0.000221483942414175,0.897231450719823
AH20120203$591,0.000284495021337127,0.384352773826458,0.000284495021337127,0.284779516358464,0.000284495021337127,0.000284495021337127,0.0145092460881935,0.000284495021337127,0.000284495021337127,0.0571834992887624,0.1425320056899,0.000284495021337127,0.114082503556188,0.000284495021337127,0.000284495021337127
AH20120203$592,0.000159616919393456,0.127853152434158,0.000159616919393456,0.000159616919393456,0.231604150039904,0.000159616919393456,0.000159616919393456,0.000159616919393456,0.000159616919393456,0.167757382282522,0.000159616919393456,0.471029529130088,0.000159616919393456,0.000159616919393456,0.000159616919393456
AH20120203$593,0.0999002991026919,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.000199401794616152,0.897507477567298,0.000199401794616152,0.000199401794616152,0.000199401794616152
AH20120203$594,0.110304601425794,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.00661049902786779,0.000129617627997408,0.000129617627997408,0.000129617627997408,0.0390149060272197,0.000129617627997408,0.628775113415424,0.000129617627997408,0.000129617627997408,0.21399870382372
AH20120204$595,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,0.0286180187525479,8.15328169588259e-05,8.15328169588259e-05,0.122380758255198,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,8.15328169588259e-05,0.436282103546678,8.15328169588259e-05,8.15328169588259e-05,0.41182225845903
AH20120204$596,8.7989441267048e-05,0.0748790145182578,0.220061592608887,0.00448746150461945,8.7989441267048e-05,8.7989441267048e-05,8.7989441267048e-05,8.7989441267048e-05,8.7989441267048e-05,0.61161460624725,0.0792784865816102,8.7989441267048e-05,8.7989441267048e-05,0.00888693356797184,8.7989441267048e-05
AH20120204$597,0.215270304893672,5.1242633871381e-05,5.1242633871381e-05,0.0307968229567,5.1242633871381e-05,5.1242633871381e-05,0.310069177555726,5.1242633871381e-05,5.1242633871381e-05,5.1242633871381e-05,5.1242633871381e-05,0.161465539328721,5.1242633871381e-05,5.1242633871381e-05,0.281885728926467
AH20120204$598,9.98502246630055e-05,9.98502246630055e-05,9.98502246630055e-05,9.98502246630055e-05,9.98502246630055e-05,9.98502246630055e-05,9.98502246630055e-05,9.98502246630055e-05,9.98502246630055e-05,0.12491263105342,9.98502246630055e-05,0.224762855716425,0.424463305042436,9.98502246630055e-05,0.224762855716425
AH20120204$599,0.454105183503594,7.56715853197124e-05,7.56715853197124e-05,7.56715853197124e-05,0.109799470298903,7.56715853197124e-05,0.185471055618615,7.56715853197124e-05,7.56715853197124e-05,0.0908815739689746,7.56715853197124e-05,0.0984487325009459,7.56715853197124e-05,7.56715853197124e-05,0.0606129398410897
AH20120204$600,0.586400937866354,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.140914419695193,0.269871043376319,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137,0.000234466588511137
AH20120204$601,0.769447453954496,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.0543878656554713,0.000216684723726977,0.000216684723726977,0.173564463705309,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977,0.000216684723726977
AH20120204$602,0.451918735891648,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.000451467268623025,0.226185101580135,0.000451467268623025,0.31647855530474,0.000451467268623025,0.000451467268623025,0.000451467268623025
AH20120204$603,0.0630663066306631,6.000600060006e-05,0.0360636063606361,6.000600060006e-05,6.000600060006e-05,0.0540654065406541,6.000600060006e-05,0.0990699069906991,6.000600060006e-05,0.0660666066606661,6.000600060006e-05,0.681128112811281,6.000600060006e-05,6.000600060006e-05,6.000600060006e-05
AH20120204$604,0.0693030153237766,9.88630746416214e-05,0.0742461690558576,9.88630746416214e-05,0.0594167078596144,0.0643598615916955,9.88630746416214e-05,9.88630746416214e-05,0.00998517053880376,0.36094908551656,9.88630746416214e-05,0.247256549678695,9.88630746416214e-05,9.88630746416214e-05,0.113791398912506
AH20120204$605,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.191392707710699,0.0240286909742977,0.000119545726240287,0.000119545726240287,0.000119545726240287,0.185415421398685,0.000119545726240287,0.597848176927675,0.000119545726240287,0.000119545726240287,0.000119545726240287
AH20120204$606,0.0226203807390817,0.000223964165733483,0.0786114221724524,0.000223964165733483,0.112206047032475,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.000223964165733483,0.291377379619261,0.000223964165733483,0.492945128779395,0.000223964165733483,0.000223964165733483,0.000223964165733483
AH20120204$607,2.83969899190686e-05,0.00996734346159307,2.83969899190686e-05,0.0767002697714042,2.83969899190686e-05,2.83969899190686e-05,2.83969899190686e-05,2.83969899190686e-05,2.83969899190686e-05,0.20732642339912,0.705693596478773,2.83969899190686e-05,2.83969899190686e-05,2.83969899190686e-05,2.83969899190686e-05
AH20120204$608,4.16406412658755e-05,4.16406412658755e-05,4.16406412658755e-05,0.0604205704767853,0.0812408911097231,4.16406412658755e-05,4.16406412658755e-05,4.16406412658755e-05,4.16406412658755e-05,0.201998750780762,0.533041848844472,4.16406412658755e-05,0.0978971476160733,0.0250260254007912,4.16406412658755e-05
AH20120204$609,4.97141436738752e-05,0.293363161819538,4.97141436738752e-05,0.0348496147153865,4.97141436738752e-05,4.97141436738752e-05,4.97141436738752e-05,4.97141436738752e-05,4.97141436738752e-05,0.116877951777281,0.425105642555307,0.0124782500621427,4.97141436738752e-05,0.116877951777281,4.97141436738752e-05
AH20120204$610,0.000124766063630692,0.000124766063630692,0.000124766063630692,0.455520898315658,0.000124766063630692,0.0250779787897692,0.230941983780412,0.0562694946974423,0.000124766063630692,0.000124766063630692,0.230941983780412,0.000124766063630692,0.000124766063630692,0.000124766063630692,0.000124766063630692
AH20120204$611,0.0996699669966997,0.00066006600660066,0.00066006600660066,0.0996699669966997,0.00066006600660066,0.330693069306931,0.00066006600660066,0.198679867986799,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.00066006600660066,0.264686468646865,0.00066006600660066
AH20120204$612,0.166114180478821,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.295027624309392,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.000368324125230203,0.147697974217311,0.0187845303867403,0.368692449355433,0.000368324125230203,0.000368324125230203,0.000368324125230203
AH20120204$613,0.213655761024182,0.0429587482219061,0.000284495021337127,0.000284495021337127,0.45547652916074,0.000284495021337127,0.000284495021337127,0.0429587482219061,0.000284495021337127,0.0856330014224751,0.000284495021337127,0.0998577524893314,0.0571834992887624,0.000284495021337127,0.000284495021337127
AH20120204$614,2.90570971959901e-05,2.90570971959901e-05,2.90570971959901e-05,0.0363504285921836,0.011651895975592,0.681417986343164,2.90570971959901e-05,2.90570971959901e-05,2.90570971959901e-05,0.270260061019904,2.90570971959901e-05,2.90570971959901e-05,2.90570971959901e-05,2.90570971959901e-05,2.90570971959901e-05
AH20120204$615,6.36334712058543e-05,6.36334712058543e-05,6.36334712058543e-05,0.0668787782373528,6.36334712058543e-05,0.50913140311804,6.36334712058543e-05,6.36334712058543e-05,6.36334712058543e-05,0.117785555202036,0.0255170219535476,6.36334712058543e-05,0.280050906776965,6.36334712058543e-05,6.36334712058543e-05
AH20120204$616,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.821166306695464,0.000431965442764579,0.000431965442764579,0.000431965442764579,0.0652267818574514,0.000431965442764579,0.000431965442764579,0.108423326133909,0.000431965442764579,0.000431965442764579
